NSKV;UWI;LAYER;OBJ;KUST;SIMVOL_07;SIMVOL_08;SIMVOL_09;SIMVOL_10;EKSPLDATE;BEGDATE;INJDATE;W_07;W_08;W_09;W_10;D_LIQ_07;D_LIQ_08;D_LIQ_09;D_LIQ_10;INJ_07;INJ_08;INJ_09;INJ_10;P_ZAB_PPD_07;P_ZAB_PPD_08;P_ZAB_PPD_09;P_ZAB_PPD_10;WATINJ1;WATINJ4;ACCLIQ4;ACCOIL4;ACCWAT4;P_ZAB_VNK_07;P_ZAB_VNK_08;P_ZAB_VNK_09;P_ZAB_VNK_10;PP_VNK_07;PP_VNK_08;PP_VNK_09;PP_VNK_10;PP_07;PP_08;PP_09;PP_10;STOP_DATE;STOP_REASON;START_DATE;GTM_DATE;GTM_DESC;FRAC_DATE;WD_07;WD_08;WD_09;WD_10;PBUF_07;PBUF_08;PBUF_09;PBUF_10;PZAB_07;PZAB_08;PZAB_09;PZAB_10;MAX_PZAB;MAX_PZAB_VNK;D_MAX_PZAB;MAX_PP;MAX_PP_VNK;D_MAX_PP;TOP_PERF_LAYER_07;TOP_PERF_LAYER_08;TOP_PERF_LAYER_09;TOP_PERF_LAYER_10;ABS_DEPTH_OWC;LAYER_OIL_DENSITY;WATER_DENSITY;HEFGISOIL;HEFGISOILWAT;HEFGISWAT;HEFGISNYA;D_SHT_07;D_SHT_08;D_SHT_09;D_SHT_10;FREQ_07;FREQ_08;FREQ_09;FREQ_10;D_GAS_07;D_GAS_08;D_GAS_09;D_GAS_10;LAYER_WAT_DYN_VISCOSITY;LAYER_OIL_DYN_VISCOSITY;OIL_VOLUME_FACTOR;POROSITY;LAYER_OIL_COMPRESSIBILITY;WATER_COMPRESSIBILITY;ROCK_COMPRESSIBILITY;BUBBLE_POINT_PRESSURE;INITIAL_LAYER_PRESSURE;GAS_FACTOR;GAS_DENSITY;ATMOSPH_OIL_DENSITY;INJ_WAT_DENSITY;PUMP_DEPTH_07;PUMP_DEPTH_08;PUMP_DEPTH_09;PUMP_DEPTH_10;PUMP_DEPTH_ABS_07;PUMP_DEPTH_ABS_08;PUMP_DEPTH_ABS_09;PUMP_DEPTH_ABS_10
21;084_21G2;БС12/1;БС12/1;2;84;84;84;84;04.10.2017 0:00;01.10.2017 0:00;;71.4;73.4;77.7;72.3;202;197;194;198;;;;;;;;;0;0;480331.883;296049.644;184282.239;24.20580619;24.13516578;23.98595644;23.5648647;24.90897997;24.81804221;24.65352602;24.26105798;14.14;14;13.73;13.47;03.08.2023 18:14;Отключение напряжения;03.08.2023;20.03.2023 0:00;Смена ЭЦН;;30;30.5;31;30;24.5;25;24;24;23.00345815;22.92733999;22.76635347;22.36005168;24.08022264;25.29982562;08.08.2023 0:00;15.02;25.94352602;08.08.2023 0:00;2555.32;2555.32;2555.32;2555.32;2568;0.794;1.01;3.39;1.26;;;32;32;32;32;51;51;51;51;3.958174;3.590262;2.96403;3.757715;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3041.65;3041.65;3041.65;3041.65;2454.43;2454.43;2454.43;2454.43
22;084_22G2;БС12/1;БС12/1;2;84;84;84;84;02.01.2018 0:00;01.01.2018 0:00;;78.2;84;85;86.5;258;242;276;290;;;;;;;;;0;0;579617.173;246641.388;332975.785;32.29342044;28.71561225;26.91653797;26.06183747;24.62088234;19.22995832;27.5322128;26.70559452;14.7;9.18;17.46;16.6;07.08.2023 16:48;Отключение напряжения;07.08.2023;07.03.2022 14:00;Вывод скважины на режим;;30;30.5;30.9;30;24.5;25;24;24;30.38685468;26.78424105;24.98088997;24.11977427;34.44753272;36.35409848;03.06.2023 0:00;18.33;28.4022128;30.08.2023 0:00;2548.2;2548.2;2548.2;2548.2;2568;0.794;1.01;-3.62;0.16;;2.13;32;32;32;32;52;51.5;52.5;52.5;2.435301;1.676523;1.792599;1.695138;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;2796.69;2796.69;2796.69;2796.69;2464.97;2464.97;2464.97;2464.97
24;084_24G2;БС12/1;БС12/1;2;84;133;102;102;15.02.2018 0:00;01.02.2018 0:00;21.07.2023 0:00;81.6;84.967;;;95;98;;;;;292.98;168.33;;;367.04;369.04;0;12495;491054.917;358782.001;132272.916;35.45130041;36.09557667;;;;;;;;;;;20.07.2023 0:00;Падение изоляции УЭЦН до нуля;09.08.2023;06.12.2019 0:00;Смена ЭЦН;;30;18.4;23;30;24.5;25;98;100;32.04473159;32.66347334;;;32.76330519;;12.07.2023 0:00;;;;2532.89;2532.89;2532.89;2532.89;2568;0.794;1.01;0.64;;;;32;32;;;;;;;0.341343;0.287684;;;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3150;;3370.1;3370.1;2447.56;;2537.03;2537.03
26;084_26G2;БС12/1;БС12/1;2;84;84;84;84;05.03.2018 0:00;01.03.2018 0:00;;79.2;83.6;81;81.8;258;217;267;285;;;;;;;;;0;0;506992.892;230981.737;276011.155;40.35616348;78.28085469;49.42973648;40.70004329;;39.6747433;38.85366016;39.31937805;;30.81;30.04;30.49;03.08.2023 18:14;Отключение напряжения;03.08.2023;25.07.2023 14:26;Вывод скважины на режим;;30;26.3;31;30;24.5;22;23;24;39.31581587;77.23026176;48.3851976;39.65364163;80.30258902;49.81073127;29.07.2023 0:00;73.05;39.1447433;25.07.2023 15:00;2557.22;2557.22;2557.22;2557.22;2568;0.794;1.01;-4.17;;;;32;32;32;32;;51;54;55;2.323611;1.540914;2.19657;2.245938;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;2883.51;2940.9;2940.9;2940.9;2449;2477.04;2477.04;2477.04
28;084_28G2;БС12/1;БС12/1;2;84;84;84;84;30.05.2018 0:00;01.05.2018 0:00;;95.5;95.2;94.9;87.5;181;184;176;191;;;;;;;;;0;0;373576.232;82474.026;291102.206;41.49409463;42.05312268;42.65198371;42.48631869;;;;;;;;;19.07.2023 8:32;Остановка скважин по распоряжению;19.07.2023;13.11.2022 0:00;Смена ЭЦН;;30;30.5;31;30;24.5;25;24;24;41.48609239;42.04512563;42.64399183;42.47845469;43.34414272;43.35200672;11.09.2023 0:00;;;;2567.92;2567.92;2567.92;2567.92;2568;0.794;1.01;-0.97;-1.02;;;32;32;32;32;;;;;0.352665;0.382398;0.388671;1.03377;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;2781;2781;2781;2781;2470.03;2470.03;2470.03;2470.03
29;084_29G2;БС12/1;БС12/1;2;84;84;84;84;17.06.2018 0:00;01.06.2018 0:00;;91.6;92.1;88.8;88;144;145;149;149;;;;;;;;;0;0;363441.975;70104.357;293337.618;49.73556175;50.40902319;48.51368545;48.12525837;44.48229861;42.51697905;42.50008814;41.91659944;31;29.02;29.1;28.54;19.07.2023 8:32;Остановка скважин по распоряжению;19.07.2023;11.01.2022 0:33;Вывод скважины на режим;;30;30.5;31;30;24.5;25;24;24;49.03729513;49.70999624;47.81967662;47.43246605;49.73706454;48.81703493;07.07.2023 0:00;31.29;42.74697905;21.07.2023 0:00;2560.96;2560.96;2560.96;2560.96;2568;0.794;1.01;-1.76;-0.19;;;32;32;32;32;63;63;63;63;0.52377;0.495975;0.722568;0.77418;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3033.11;3033.11;3033.11;3033.11;2432.07;2432.07;2432.07;2432.07
30;084_30G2;БС12/1;БС12/1;2;84;84;84;84;02.07.2018 0:00;01.07.2018 0:00;;94.3;94.4;92.2;94.3;260;252;271;276;;;;;;;;;0;0;410489.181;125056.181;285433;52.51672237;52.52577821;51.69025668;52.50510448;46.27663626;45.40909931;;;34.9;34.03;;;19.07.2023 8:32;Остановка скважин по распоряжению;19.07.2023;15.04.2023 11:28;Вывод скважины на режим;;30;30.5;31;30;24.5;25;24;24;52.37006223;52.37908632;51.54426333;52.35844435;52.37908632;51.85625871;31.07.2023 0:00;34.9;;01.06.2023 0:00;2566.53;2566.53;2566.53;2566.53;2568;0.794;1.01;-1.74;;;;32;32;32;32;51;51;;;0.289386;0.275563;0.412758;0.307188;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;2771;2771;2771;2771;2453.97;2453.97;2453.97;2453.97
32;084_32G2;БС12/1;БС12/1;2;84;84;84;84;28.07.2018 0:00;01.07.2018 0:00;;58.3;75.7;64.5;70;239;197;211;223;;;;;;;;;0;0;449217.308;268821.268;180396.04;45.68179154;44.54249181;44.33659988;43.68515563;47.3005845;45.82715758;45.94970824;45.3408664;36.37;34.45;34.86;34.11;03.08.2023 18:05;Отключение напряжения;03.08.2023;19.11.2022 2:01;Вывод скважины на режим;;30;30.5;31;30;24.5;25;24;24;44.12895307;42.92621155;42.76115572;42.08965803;44.22903815;45.78187662;29.06.2023 0:00;36.52;47.4505845;28.06.2023 0:00;2551.12;2551.12;2551.12;2551.12;2568;0.794;1.01;5.44;;;;32;32;32;32;53;53;53;53;4.315314;2.072742;3.243294;2.896698;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3126.6;3126.6;3126.6;3126.6;2449.18;2449.18;2449.18;2449.18
50;084_50G2;БС12/1;БС12/1;1;84;85;84;84;16.05.2019 0:00;01.05.2019 0:00;;69.05;68.93;89.9;92.7;15;24.859;56;41;;;;;;;;;0;0;40693.253;24589.467;16103.786;66.00566797;65.17936468;119.2355257;41.32974378;;;44.05376998;42.02192563;;;29.65;27.53;06.09.2023 21:38;Неисправность СУ, ЧП;06.09.2023;02.08.2023 0:00;Смена ЭЦН;;29.9;22;30;30;23.5;24;21;23;64.36930619;63.54345261;117.5210265;39.60475126;117.5888441;119.3033434;08.08.2023 0:00;107.31;121.71377;03.08.2023 0:00;2550.65;2550.65;2550.65;2550.65;2568;0.794;1.01;3.94;;;;;;;;;;52;51;0.200991;0.334407;0.244902;0.129591;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3144;3144;3153;3153;2417.38;2417.38;2422.24;2422.24
58;084_58G2;БС12/1;БС12/1;1;84;84;84;84;25.04.2022 0:00;01.04.2022 0:00;;53.3;57.9;62;61;114;114;115;115;;;;;;;;;0;0;58871.373;32090.927;26780.446;47.78768608;47.84046481;48.73461281;47.76205698;47.93780954;46.95161327;45.60978616;44.40852448;34.78;33.65;32.18;31.01;19.07.2023 8:28;Остановка скважин по распоряжению;19.07.2023;25.04.2022 2:00;Вывод скважины на режим;;30;30.5;31;30;24;24.5;23;23;46.45490443;46.49311698;47.37428209;46.40489282;47.78000587;48.75490083;19.07.2023 0:00;36.39;46.91161327;19.07.2023 0:00;2553.34;2553.34;2553.34;2553.34;2568;0.794;1.01;;;;;;;;;51;51;51;51;2.305149;2.078097;1.892151;1.941978;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;2910.62;2910.62;2910.62;2910.62;2423.27;2423.27;2423.27;2423.27
59;084_59G2;БС12/1;БС12/1;1;84;84;85;115;;01.07.2022 0:00;;94.8;97.85;98.35;;58;55;62.129;;;;;;;;;;0;0;22451.971;1494.934;20957.037;;;;;45.24146987;42.28521052;43.60057784;;31.03;27.98;29.28;;30.08.2023 0:00;Падение изоляции УЭЦН до нуля;29.08.2023;30.07.2022 0:00;Ввод новых многоствольных скважин;;30;30.5;17;;24;24.5;23;;50.3598565;49.95537427;48.55826876;;50.36064966;;05.06.2023 0:00;31.84;46.05146987;04.06.2023 0:00;;;;;2568;0.794;1.01;5.32;1.18;;;;;;;50;50;50;;0.130611;0.051204;0.04437;;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3086.5;3086.5;3086.5;;2425.71;2425.71;2425.71;
