NSKV;X;Y;UWI;UWI_WELL_BORE;SKV_NGT;KUST;SIMVOL;STATUS_DATE;EKSPLDATE;INJDATE;BEGDATE;LSTDATE;EKSPLINE;BLOCK1;BLOCK2;COEFF_DISTR;PLAST;OBJ;PLASTGLUB;FOND;NAZNACH;SOST;SPOSOB;PEREV;PLAST1;PLAST2;PLAST3;PLAST4;PLAST5;PLASTALL;VDEBLIQ;VPROCOBV;DEBLIQ;MPROCOBV;DEBOIL;DEBGAS;DEBWAT;PRIEM;WRDAY;SUMDEBLIQ;SUMDEBOIL;SUMDEBGAS;SUMDEBWAT;SUMPRIEM;SUMWRDAY;ACCLIQ;ACCOIL;ACCGAS;ACCWAT;WATINJ;SUMACCLIQ;SUMACCOIL;SUMACCGAS;SUMACCWAT;SUMWATINJ;SUMLSTDATE;ABSPLASTGLUB;MIN_TOP_PERF;ABS_MIN_TOP_PERF;INKL_LAST_UPDATE;ELEVATION;PRIEMGAS;SUMPRIEMGAS;GASINJ;SUMGASINJ;DEBCOND;SUMDEBCOND;ACCCOND;SUMACCCOND;DEBLIQCOND;MPROCOBVCOND;DEBOILCOND;SUMDEBLIQCOND;SUMDEBOILCOND;ACCLIQCOND;ACCOILCOND;SUMACCLIQCOND;SUMACCOILCOND;DEBNGAS;SUMDEBNGAS;ACCNGAS;SUMACCNGAS;LINK;LINK_ELAR
25_T3;489904.5864;6978664.502;084_25G;084_25G;25;2;33;01.10.2023;29.08.2019 0:00;21.07.2019 0:00;;;;;;0;БС12/1;БС12/1;4131;ВОДОЗАБОРНАЯ;Нефтяные;В работе;эцн;на вышележащ.;;;;;;БС12/1 ПК1;;;;;;;;;;;;;;;;;;;;;;;;;;;2579.09;;;26.04.2019 15:00;122.4;;0;;0;;0;;0;;;;0;0;;;32988.704;8264.803;;0;;559.39;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_25G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_25G&field_name=ОТДЕЛЬНОЕ
25;490115.5364;6978839.022;084_25G;084_25G;25;2;117;01.10.2023;29.08.2019 0:00;21.07.2019 0:00;01.12.2017 0:00;01.08.2020 0:00;;;;0;БС12/1;БС12/1;3857;ВОДОЗАБОРНАЯ;Нефтяные;В работе;эцн;на вышележащ.;ПК1;;;;;БС12/1 ПК1;;;;;;;;;;0;0;0;0;0;30;32988.704;8264.803;0;24723.901;41870;32988.704;8264.803;0;24723.901;41870;01.09.2023 0:00;2572.13;3881.88;2573.5;26.04.2019 15:00;122.4;;0;0;0;;0;0;0;;;;0;0;32988.704;8264.803;32988.704;8264.803;;0;559.39;559.39;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_25G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_25G&field_name=ОТДЕЛЬНОЕ
35_T3;491200.6465;6976823.883;084_35G;084_35G;35;2;33;01.10.2023;25.07.2022 0:00;;;;;;;;БС12/1;БС12/1;4759;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2558.52;;;13.07.2022 14:23;128.3;;0;;0;;0;;0;;;;141.99;84.91;;;52905.128;38165.259;;6.8;;3386.611;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_35G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_35G&field_name=ОТДЕЛЬНОЕ
54_T3;492033.8493;6982897.047;084_54G;084_54G;54;1;33;01.10.2023;03.07.2019 0:00;;;;;;;;БС12/1;БС12/1;3820;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2557.88;;;28.06.2019 14:02;127.4;;0;;0;;0;;0;;;;13.53;8.27;;;83537.314;70628.968;;0.66;;7477.098;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_54G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_54G&field_name=ОТДЕЛЬНОЕ
60;490354.4175;6986269.348;084_60G;084_60G;60;1;102;01.10.2023;23.07.2022 0:00;22.01.2023 0:00;01.07.2022 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3547.3;НАГНЕТАТЕЛЬНАЯ;Нефтяные;В работе;Нагнетательный;работает;;;;;;БС12/1;0;100;0;100;0;0;0;161.88;24;0;0;0;0;161.88;24;12694.404;308.376;0;12386.028;34081;12694.404;308.376;0;12386.028;34081;01.09.2023 0:00;2537.42;3630.83;2539.08;24.06.2022 12:18;126.5;0;0;0;0;0;0;0;0;0;;0;0;0;12694.404;308.376;12694.404;308.376;0;0;29.197;29.197;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_60G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_60G&field_name=ОТДЕЛЬНОЕ
58;490886.1119;6983245.354;084_58G2;084_58G2;58;1;84;01.10.2023;25.04.2022 0:00;;01.04.2022 0:00;01.09.2023 0:00;;;;1;БС12/1;БС12/1;3268;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;128.36;68.8;123.24;72.4;34.02;0;89.23;0;30;123.24;34.02;0;89.23;0;30;58871.373;32090.927;0;26780.446;0;58871.373;32090.927;0;26780.446;0;01.09.2023 0:00;2551.34;3302.76;2553.34;21.04.2022 12:05;126.5;0;0;0;0;0;0;0;0;123.24;72.4;34.02;123.24;34.02;58871.373;32090.927;58871.373;32090.927;2.72;2.72;2898.367;2898.367;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_58G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_58G2&field_name=ОТДЕЛЬНОЕ
61;491302.7701;6983254.046;084_61G;084_61G;61;1;84;01.10.2023;18.08.2022 0:00;;01.08.2022 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3363.2;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;50.07;16.1;43.85;18.6;35.69;0;8.16;0;30;43.85;35.69;0;8.16;0;30;14424.417;11890.317;0;2534.1;0;14424.417;11890.317;0;2534.1;0;01.09.2023 0:00;2554.36;3412.68;2556.32;26.07.2022 11:31;126.5;0;0;0;0;0;0;0;0;43.85;18.6;35.69;43.85;35.69;14424.417;11890.317;14424.417;11890.317;2.86;2.86;1045.349;1045.349;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_61G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_61G&field_name=ОТДЕЛЬНОЕ
26;491249.9904;6979765.581;084_26G2;084_26G2;26;2;84;01.10.2023;05.03.2018 0:00;;01.03.2018 0:00;01.09.2023 0:00;;;;1;БС12/1;БС12/1;3208;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;321.59;88.5;318.91;90.2;31.32;0;287.59;0;30;318.91;31.32;0;287.59;0;30;506992.892;230981.737;0;276011.155;0;506992.892;230981.737;0;276011.155;0;01.09.2023 0:00;2557.16;3208.89;2557.22;19.03.2018 10:13;122.4;0;0;0;0;0;0;0;0;318.91;90.2;31.32;318.91;31.32;506992.892;230981.737;506992.892;230981.737;2.51;2.51;21778.96;21778.96;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_26G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_26G2&field_name=ОТДЕЛЬНОЕ
34;492562.2831;6977589.062;084_34G;084_34G;34;2;84;01.10.2023;26.06.2022 0:00;;01.06.2022 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3858;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;130.2;38.1;118.61;42.3;68.5;0;50.11;0;30;118.61;68.5;0;50.11;0;30;54791.777;36951.758;0;17840.019;0;54791.777;36951.758;0;17840.019;0;01.09.2023 0:00;2556.02;3824.5;2555.26;24.06.2022 12:18;128.3;0;0;0;0;0;0;0;0;118.61;42.2;68.5;118.61;68.5;54791.777;36951.758;54791.777;36951.758;5.48;5.48;3396.102;3396.102;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_34G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_34G&field_name=ОТДЕЛЬНОЕ
53;492774.5409;6985226.314;084_53G;084_53G;53;1;84;01.10.2023;29.05.2019 0:00;;01.05.2019 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3659.7;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;12;27.4;10.73;30.9;7.41;0;3.32;0;30;10.73;7.41;0;3.32;0;30;26904.864;23188.837;0;3716.027;0;26904.864;23188.837;0;3716.027;0;01.09.2023 0:00;2554.84;3712;2557.66;30.05.2019 9:11;127.4;0;0;0;0;0;0;0;0;10.73;30.9;7.41;10.73;7.41;26904.864;23188.837;26904.864;23188.837;0.59;0.59;2414.754;2414.754;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_53G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_53G&field_name=ОТДЕЛЬНОЕ
10;492715.6898;6984503.26;084_10G2;084_10G2;10;1;84;01.10.2023;09.05.2018 0:00;;01.05.2018 0:00;01.09.2023 0:00;;;;1;БС12/1;БС12/1;3408.3;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;16.82;27.5;15.04;31.1;10.36;0;4.67;0;30;15.04;10.36;0;4.67;0;30;49355.111;37982.224;0;11372.887;0;49355.111;37982.224;0;11372.887;0;01.09.2023 0:00;2551.42;3449;2553.68;03.05.2018 15:45;125.7;0;0;0;0;0;0;0;0;15.04;31.1;10.36;15.04;10.36;49355.111;37982.224;49355.111;37982.224;0.83;0.83;3609.087;3609.087;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_10G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_10G2&field_name=ОТДЕЛЬНОЕ
40;490534.0784;6978124.244;084_40G;084_40G;40;2;84;01.10.2023;12.12.2022 0:00;;01.12.2022 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;4276.2;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;97.36;58.3;91.84;62.4;34.49;0;57.34;0;30;91.84;34.49;0;57.34;0;30;27604.437;22610.238;0;4994.199;0;27604.437;22610.238;0;4994.199;0;01.09.2023 0:00;2555.03;4286.3;2555.56;14.12.2022 16:44;128.3;0;0;0;0;0;0;0;0;91.84;62.4;34.49;91.84;34.49;27604.437;22610.238;27604.437;22610.238;2.76;2.76;1924.156;1924.156;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_40G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_40G&field_name=ОТДЕЛЬНОЕ
37;493199.7642;6977590.232;084_37G;084_37G;37;2;84;01.10.2023;23.01.2023 0:00;;01.01.2023 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3875.4;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;19.87;48.3;18.43;52.6;8.73;0;9.69;0;30;18.43;8.73;0;9.69;0;30;7647.225;1615.427;0;6031.798;0;7647.225;1615.427;0;6031.798;0;01.09.2023 0:00;2554.1;3635.7;2494.1;09.09.2022 7:33;128.3;0;0;0;0;0;0;0;0;18.43;52.6;8.73;18.43;8.73;7647.225;1615.427;7647.225;1615.427;0.7;0.7;138.54;138.54;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_37G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_37G&field_name=ОТДЕЛЬНОЕ
32;491146.0548;6978639.872;084_32G2;084_32G2;32;2;84;01.10.2023;28.07.2018 0:00;;01.07.2018 0:00;01.09.2023 0:00;;;;1;БС12/1;БС12/1;3468.4;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;250.35;74.9;242.79;78;53.5;0;189.29;0;30;242.79;53.5;0;189.29;0;30;449217.308;268821.268;0;180396.04;0;449217.308;268821.268;0;180396.04;0;01.09.2023 0:00;2550.81;3473.16;2551.12;20.07.2018 9:21;122.4;0;0;0;0;0;0;0;0;242.79;78;53.5;242.79;53.5;449217.308;268821.268;449217.308;268821.268;4.28;4.28;26995.054;26995.054;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_32G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_32G2&field_name=ОТДЕЛЬНОЕ
2;491843.7184;6984218.684;084_2G2;084_2G2;2;1;84;01.10.2023;20.11.2017 0:00;;01.11.2017 0:00;01.09.2023 0:00;;;;1;БС12/1;БС12/1;3124.2;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;39.09;28;34.98;31.6;23.92;0;11.05;0;30;34.98;23.92;0;11.05;0;30;105346.491;80061.887;0;25284.604;0;105346.491;80061.887;0;25284.604;0;01.09.2023 0:00;2545.9;3123;2545.87;15.11.2017 15:35;125.7;0;0;0;0;0;0;0;0;34.98;31.6;23.92;34.98;23.92;105346.491;80061.887;105346.491;80061.887;4.32;4.32;13294.806;13294.806;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_2G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_2G2&field_name=ОТДЕЛЬНОЕ
56;492425.4922;6983324.928;084_56;084_56;56;1;102;01.10.2023;21.09.2019 0:00;21.09.2019 0:00;01.09.2019 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3286;НАГНЕТАТЕЛЬНАЯ;Нагнетательные;В работе;Нагнетательный;работает;;;;;;БС12/1;0;100;0;100;0;0;0;351.56;27;0;0;0;0;351.56;27;0;0;0;0;293292;0;0;0;0;293292;01.09.2023 0:00;2553.5;3286;2553.5;05.08.2019 11:07;127.4;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_56&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_56&field_name=ОТДЕЛЬНОЕ
3;490260.0224;6983543.205;084_3;084_3;3;1;102;01.10.2023;13.12.2017 0:00;26.02.2018 0:00;01.12.2017 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3148.4;НАГНЕТАТЕЛЬНАЯ;Нефтяные;В работе;Нагнетательный;работает;;;;;;БС12/1;0;100;0;100;0;0;0;173.59;25;0;0;0;0;173.59;25;2793.64;680.242;0;2113.398;478777.53;2793.64;680.242;0;2113.398;478777.53;01.09.2023 0:00;2590.1;3116;2557.71;02.10.2017 15:40;125.7;0;0;0;0;0;0;0;0;0;;0;0;0;2793.64;680.242;2793.64;680.242;0;0;47.747;47.747;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_3&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_3&field_name=ОТДЕЛЬНОЕ
9;491132.2378;6985809.298;084_9G2;084_9G2;9;1;84;01.10.2023;05.04.2018 0:00;;01.04.2018 0:00;01.09.2023 0:00;;;;1;БС12/1;БС12/1;3285;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;77.98;37.5;70.96;41.6;41.41;0;29.55;0;30;70.96;41.41;0;29.55;0;30;155089.199;120011.747;0;35077.452;0;155089.199;120011.747;0;35077.452;0;01.09.2023 0:00;2545.04;3273.2;2544.03;30.03.2018 11:17;125.7;0;0;0;0;0;0;0;0;70.96;41.6;41.41;70.96;41.41;155089.199;120011.747;155089.199;120011.747;3.32;3.32;11715.756;11715.756;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_9G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_9G2&field_name=ОТДЕЛЬНОЕ
10_T3;493292.4388;6984242.35;084_10G2;084_10G2;10;1;33;01.10.2023;09.05.2018 0:00;;;;;;;;БС12/1;БС12/1;4043;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2557.21;;;03.05.2018 15:45;125.7;;0;;0;;0;;0;;;;15.04;10.36;;;49355.111;37982.224;;0.83;;3609.087;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_10G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_10G2&field_name=ОТДЕЛЬНОЕ
50_T3;489433.4448;6986367.756;084_50G2;084_50G2;50;1;33;01.10.2023;16.05.2019 0:00;;;;;;;;БС12/1;БС12/1;4315;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2557.07;;;19.02.2019 17:45;127.4;;0;;0;;0;;0;;;;58.87;2.14;;;40693.253;24589.467;;0.17;;2666.946;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_50G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_50G2&field_name=ОТДЕЛЬНОЕ
60_T3;489959.8197;6987075.867;084_60G;084_60G;60;1;33;01.10.2023;23.07.2022 0:00;22.01.2023 0:00;;;;;;;БС12/1;БС12/1;4445.88;НАГНЕТАТЕЛЬНАЯ;Нефтяные;В работе;Нагнетательный;работает;;;;;;БС12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2543.39;;;24.06.2022 12:18;126.5;;0;;0;;0;;0;;;;0;0;;;12694.404;308.376;;0;;29.197;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_60G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_60G&field_name=ОТДЕЛЬНОЕ
125P;499169.33;6979806.98;084_125R;084_125R;125Р;;34;01.10.2023;;;;;;;;0;БС12/1;БС12/1;0;Неизвестный;Информация отсутствует;Неизвестный;Неизвестен;;;;;;;БС12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;-125;;;;125;;;;;;;;;;;;;;;;;;;;;;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_125R&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_125R&field_name=ОТДЕЛЬНОЕ
53_T3;493497.2843;6984709.02;084_53G;084_53G;53;1;33;01.10.2023;29.05.2019 0:00;;;;;;;;БС12/1;БС12/1;4549;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;;;;;;;;;;;;;;;;;;;;;;;;;;;2558.85;;;30.05.2019 9:11;127.4;;0;;0;;0;;0;;;;10.73;7.41;;;26904.864;23188.837;;0.59;;2414.754;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_53G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_53G&field_name=ОТДЕЛЬНОЕ
22;491949.3092;6979049.692;084_22G2;084_22G2;22;2;84;01.10.2023;02.01.2018 0:00;;01.01.2018 0:00;01.09.2023 0:00;;;;1;БС12/1;БС12/1;3088.6;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;341.22;91.8;340.16;93;23.75;0;316.41;0;30;340.16;23.75;0;316.41;0;30;579617.173;246641.388;0;332975.785;0;579617.173;246641.388;0;332975.785;0;01.09.2023 0:00;2550.89;3062.14;2548.2;25.12.2017 17:50;122.4;0;0;0;0;0;0;0;0;340.16;93;23.75;340.16;23.75;579617.173;246641.388;579617.173;246641.388;1.9;1.9;23586.143;23586.143;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_22G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_22G2&field_name=ОТДЕЛЬНОЕ
39;491705.832;6977242.695;084_39G;084_39G;39;2;84;01.10.2023;09.11.2022 0:00;;01.11.2022 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;4249;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;103.76;39.6;94.77;43.8;53.29;0;41.48;0;30;94.77;53.29;0;41.48;0;30;15497.64;12660.379;0;2837.261;0;15497.64;12660.379;0;2837.261;0;01.09.2023 0:00;2558.65;4261.7;2559.14;01.11.2022 14:38;128.3;0;0;0;0;0;0;0;0;94.77;43.8;53.29;94.77;53.29;15497.64;12660.379;15497.64;12660.379;4.27;4.27;1053.513;1053.513;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_39G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_39G&field_name=ОТДЕЛЬНОЕ
27;491368.0205;6978020.946;084_27;084_27;27;2;102;01.10.2023;21.03.2018 0:00;17.07.2019 0:00;01.03.2018 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3608.2;НАГНЕТАТЕЛЬНАЯ;Нефтяные;В работе;Нагнетательный;работает;;;;;;БС12/1;0;100;0;100;0;0;0;590.7;30;0;0;0;0;590.7;30;30410.422;25924.597;0;4485.825;725610.063;30410.422;25924.597;0;4485.825;725610.063;01.09.2023 0:00;2571.37;3579;2543.03;14.03.2018 14:31;122.4;0;0;0;0;0;0;0;0;0;;0;0;0;30410.422;25924.597;30410.422;25924.597;0;0;2015.396;2015.396;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_27&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_27&field_name=ОТДЕЛЬНОЕ
28;492902.4425;6979388.221;084_28G2;084_28G2;28;2;84;01.10.2023;30.05.2018 0:00;;01.05.2018 0:00;01.09.2023 0:00;;;;1;БС12/1;БС12/1;3132.9;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;224.61;95.9;225.39;96.5;7.81;0;217.57;0;30;225.39;7.81;0;217.57;0;30;373576.232;82474.026;0;291102.206;0;373576.232;82474.026;0;291102.206;0;01.09.2023 0:00;2565.98;3181.36;2567.92;28.05.2018 15:16;122.4;0;0;0;0;0;0;0;0;225.39;96.5;7.81;225.39;7.81;373576.232;82474.026;373576.232;82474.026;0.63;0.63;7655.422;7655.422;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_28G2&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_28G2&field_name=ОТДЕЛЬНОЕ
31;492508.393;6978373.512;084_31;084_31;31;2;102;01.10.2023;06.09.2017 0:00;12.05.2018 0:00;01.09.2017 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;3193.4;НАГНЕТАТЕЛЬНАЯ;Нефтяные;В работе;Нагнетательный;работает;;;;;;БС12/1;0;100;0;100;0;0;0;387.23;30;0;0;0;0;387.23;30;18836.171;17271.766;0;1564.405;696402.079;18836.171;17271.766;0;1564.405;696402.079;01.09.2023 0:00;2583.02;3158;2547.62;27.08.2017 8:08;122.4;0;0;0;0;0;0;0;0;0;;0;0;0;18836.171;17271.766;18836.171;17271.766;0;0;1055.041;1055.041;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_31&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_31&field_name=ОТДЕЛЬНОЕ
36;491963.203;6977183.651;084_36G;084_36G;36;2;84;01.10.2023;23.08.2022 0:00;;01.08.2022 0:00;01.09.2023 0:00;;Отсутствует;Отсутствует;1;БС12/1;БС12/1;4194;НЕФТЯНАЯ;Нефтяные;В работе;эцн;работает;;;;;;БС12/1;130.3;60.9;123.44;64.9;43.36;0;80.09;0;30;123.44;43.36;0;80.09;0;30;40067.583;22036.838;0;18030.745;0;40067.583;22036.838;0;18030.745;0;01.09.2023 0:00;2558.03;4194.94;2558.05;18.08.2022 14:33;128.3;0;0;0;0;0;0;0;0;123.44;64.9;43.36;123.44;43.36;40067.583;22036.838;40067.583;22036.838;3.47;3.47;2035.412;2035.412;http://10.69.167.34:8888/Php_sam/Delo_Skv/Davl.phtml?field_cod=084&uwi_name=084_36G&field_name=ОТДЕЛЬНОЕ;http://10.69.167.34:8888/Php_sam/Delo_Skv/El_arhiv_test.phtml?field_cod=084&uwi_name=084_36G&field_name=ОТДЕЛЬНОЕ
