NSKV;UWI;LAYER;OBJ;KUST;SIMVOL_07;SIMVOL_08;SIMVOL_09;SIMVOL_10;EKSPLDATE;BEGDATE;INJDATE;W_07;W_08;W_09;W_10;D_LIQ_07;D_LIQ_08;D_LIQ_09;D_LIQ_10;INJ_07;INJ_08;INJ_09;INJ_10;P_ZAB_PPD_07;P_ZAB_PPD_08;P_ZAB_PPD_09;P_ZAB_PPD_10;WATINJ1;WATINJ4;ACCLIQ4;ACCOIL4;ACCWAT4;P_ZAB_VNK_07;P_ZAB_VNK_08;P_ZAB_VNK_09;P_ZAB_VNK_10;PP_VNK_07;PP_VNK_08;PP_VNK_09;PP_VNK_10;PP_07;PP_08;PP_09;PP_10;STOP_DATE;STOP_REASON;START_DATE;GTM_DATE;GTM_DESC;FRAC_DATE;WD_07;WD_08;WD_09;WD_10;PBUF_07;PBUF_08;PBUF_09;PBUF_10;PZAB_07;PZAB_08;PZAB_09;PZAB_10;MAX_PZAB;MAX_PZAB_VNK;D_MAX_PZAB;MAX_PP;MAX_PP_VNK;D_MAX_PP;TOP_PERF_LAYER_07;TOP_PERF_LAYER_08;TOP_PERF_LAYER_09;TOP_PERF_LAYER_10;ABS_DEPTH_OWC;LAYER_OIL_DENSITY;WATER_DENSITY;HEFGISOIL;HEFGISOILWAT;HEFGISWAT;HEFGISNYA;D_SHT_07;D_SHT_08;D_SHT_09;D_SHT_10;FREQ_07;FREQ_08;FREQ_09;FREQ_10;D_GAS_07;D_GAS_08;D_GAS_09;D_GAS_10;LAYER_WAT_DYN_VISCOSITY;LAYER_OIL_DYN_VISCOSITY;OIL_VOLUME_FACTOR;POROSITY;LAYER_OIL_COMPRESSIBILITY;WATER_COMPRESSIBILITY;ROCK_COMPRESSIBILITY;BUBBLE_POINT_PRESSURE;INITIAL_LAYER_PRESSURE;GAS_FACTOR;GAS_DENSITY;ATMOSPH_OIL_DENSITY;INJ_WAT_DENSITY;PUMP_DEPTH_07;PUMP_DEPTH_08;PUMP_DEPTH_09;PUMP_DEPTH_10;PUMP_DEPTH_ABS_07;PUMP_DEPTH_ABS_08;PUMP_DEPTH_ABS_09;PUMP_DEPTH_ABS_10
56;;;;1;102;102;102;102;;;;;;;;;;;;316.15;151.12;370.85;311.34;424.54;386.54;395.54;443.54;257612.0;293292.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;30.0;31.0;31.0;27.0;155.0;117.0;126.0;174.0;;;;;;;;;;;2553.5;2553.5;2553.5;2553.5;2568;0.794;1.01;;;;;;;;;;;;;;;;;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3250.02;3250.02;3250.02;3250.02;2518.19;2518.19;2518.19;2518.19
57;;;;1;102;102;102;102;;;;;;;;;;;;172.29;87.53;229.19;221.83;424.54;386.54;395.54;443.54;331880.082;352124.082;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;30.0;31.0;31.0;30.0;155.0;117.0;126.0;174.0;;;;;;;;;;;2535.03;2535.03;2535.03;2535.03;2568;0.794;1.01;;;;4.43;;;;;;;;;;;;;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;;;;;;;;
60;;;;1;102;102;102;102;;;;;;;;;;;;154.56;97.36;163.39;151.57;396.45;405.45;367.45;415.45;17588.0;34081.0;12694.404;308.376;12386.028;;;;;;;;;;;;;;;;;;;30.0;31.0;31.0;24.0;127.0;136.0;98.0;146.0;;;;;;;;;;;2539.08;2539.08;2539.08;2539.08;2568;0.794;1.01;;6.16;;;;;;;;;;;;;;;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;;;;;;;;
61;;;;1;84;84;84;84;;;;15.0;13.0;15.0;12.0;58.0;59.0;53.0;53.0;;;;;;;;;0.0;0.0;14424.417;11890.317;2534.1;39.76240558;38.51531771;38.36827197;38.04658339;41.165092;39.8958224;39.625092;39.1911876;31.74;30.52;30.2;29.84;;;;;;;30.0;30.5;31.0;30.0;24.0;24.0;23.0;23.0;38.79717038;37.55512827;37.40303677;37.08891683;41.40275456;42.36798976;;33.23;40.7758224;;2556.32;2556.32;2556.32;2556.32;2568;0.794;1.01;3.44;;;;;;;;136.4;126.7;128.3;127.7;2.134656;2.222529;1.950597;2.019447;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3080.29;3080.29;3080.29;3080.29;2453.95;2453.95;2453.95;2453.95
6;;;;1;84;84;84;84;;;;30.7;28.65;35.0;35.0;19.0;19.0;19.0;20.0;;;;;;;;;0.0;0.0;78978.21;66498.962;12479.248;21.04441705;21.37719278;22.04841279;22.41575056;;;;;;;;;;;;;;;30.0;30.5;31.0;30.0;23.5;24.0;22.0;23.0;18.89363705;19.23748278;19.87441279;20.24175056;20.41063563;22.58463563;;;;;2543.0;2543.0;2543.0;2543.0;2568;0.794;1.01;2.27;;;;32.0;32.0;32.0;32.0;;;;;0.570129;0.586959;0.534735;0.562887;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3138.37;3138.37;3138.37;3138.37;2440.4;2440.4;2440.4;2440.4
7;;;;1;84;84;84;84;;;;69.4;45.15;47.9;36.55;47.0;37.0;41.0;43.0;;;;;;;;;0.0;0.0;63002.578;21951.101;41051.477;63.56213959;57.13688828;55.74729142;56.56137323;57.54675139;52.87961965;56.64805727;53.054142;32.37;29.1;32.71;29.77;;;;;;;30.0;30.5;31.0;30.0;23.5;24.0;22.0;23.0;60.68512019;54.41952313;53.01182114;53.90062772;60.68512019;63.56213959;;38.95;64.12675139;;2537.52;2537.52;2537.52;2537.52;2568;0.794;1.01;0.79;;;;;;;;165.3;166.5;161.9;163.8;0.62271;0.87873;0.924885;1.181364;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;2752.09;2752.09;2752.09;2752.09;2301.27;2301.27;2301.27;2301.27
9;;;;1;84;84;84;84;;;;32.95;32.95;29.2;29.85;76.0;77.0;78.0;78.0;;;;;;;;;0.0;0.0;155089.199;120011.747;35077.452;43.9401479;44.45806293;44.86775464;45.87714915;44.54907998;44.56907998;45.46076678;46.47954107;32.98;33.0;34.0;35.0;;;;;;;30.0;30.5;31.0;30.0;23.5;24.0;22.0;23.0;41.86633062;42.38424564;42.81335305;43.81938217;43.81979719;45.87756416;;35.0;46.47954107;;2544.03;2544.03;2544.03;2544.03;2568;0.794;1.01;-0.84;;;;32.0;32.0;32.0;32.0;53.0;52.5;53.0;53.0;2.206413;2.235483;2.391135;2.369205;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;2911.03;2911.03;2911.03;2911.03;2434.28;2434.28;2434.28;2434.28
10;;;;1;84;84;84;84;;;;21.5;22.4;20.7;21.2;17.0;18.0;15.0;18.0;;;;;;;;;0.0;0.0;49355.111;37982.224;11372.887;47.5171103;47.2789934;46.08626631;46.61143476;48.05590168;46.03985565;46.60460926;46.09791702;37.7;35.66;36.27;35.75;;;;;;;30.0;30.5;31.0;30.0;23.5;24.0;24.0;23.0;46.31360022;46.07269951;44.88523072;45.40885261;46.33347748;47.53698756;;37.75;48.10590168;;2553.68;2553.68;2553.68;2553.68;2568;0.794;1.01;5.13;;;;32.0;32.0;32.0;32.0;51.0;54.0;53.0;53.1;0.57783;0.604809;0.515049;0.614142;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3020.0;3020.0;3020.0;3020.0;2444.78;2444.78;2444.78;2444.78
21;;;;2;84;84;84;84;;;;71.4;73.4;77.7;72.3;202.0;197.0;194.0;198.0;;;;;;;;;0.0;0.0;480331.883;296049.644;184282.239;24.20580619;24.13516578;23.98595644;23.5648647;24.90897997;24.81804221;24.65352602;24.26105798;14.14;14.0;13.73;13.47;;;;;;;30.0;30.5;31.0;30.0;24.5;25.0;24.0;24.0;23.00345815;22.92733999;22.76635347;22.36005168;24.08022264;25.29982562;;15.02;25.94352602;;2555.32;2555.32;2555.32;2555.32;2568;0.794;1.01;3.39;1.26;;;32.0;32.0;32.0;32.0;51.0;51.0;51.0;51.0;3.958174;3.590262;2.96403;3.757715;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;3041.65;3041.65;3041.65;3041.65;2454.43;2454.43;2454.43;2454.43
22;;;;2;84;84;84;84;;;;78.2;84.0;85.0;86.5;258.0;242.0;276.0;290.0;;;;;;;;;0.0;0.0;579617.173;246641.388;332975.785;32.29342044;28.71561225;26.91653797;26.06183747;24.62088234;19.22995832;27.5322128;26.70559452;14.7;9.18;17.46;16.6;;;;;;;30.0;30.5;30.9;30.0;24.5;25.0;24.0;24.0;30.38685468;26.78424105;24.98088997;24.11977427;34.44753272;36.35409848;;18.33;28.4022128;;2548.2;2548.2;2548.2;2548.2;2568;0.794;1.01;-3.62;0.16;;2.13;32.0;32.0;32.0;32.0;52.0;51.5;52.5;52.5;2.435301;1.676523;1.792599;1.695138;0.4;1.69;1.111;19.3;12.6;4.5;5.26;73.9;270.2;51;0.838;0.85;1;2796.69;2796.69;2796.69;2796.69;2464.97;2464.97;2464.97;2464.97
